Predicate,no predicates,GT,GT Pred CLS,GT Neg,Baseline,Base Pred CLS,Base Neg,Base BLEURT,Base BART,Base BERT,Base BLEU4,Base Meteor,Base Other COCO,After Constrain,Cons Pred CLS,Cons Neg,Cons BLEURT,Cons BART,Cons BERT,Cons BLEU4,Cons Meteor,Cons Other COCO,Cons-Baseline CLS Gap,GT-Baseline CLS Gap,GT-Cons CLS Gap,Cons-Base BLEURT gap,Cons-Base BART gap,Cons-Baseline BERT Gap,Cons-Baseline BLEU Gap,Cons-Baseline METEOR Gap
"{'predicate: category, subject: 11th mississippi infantry monument, object: contributing property, sentence: ', 'predicate: established, subject: 11th mississippi infantry monument, object: 2000, sentence: '}",2,The 11th Mississippi Infantry Monument is categorized as a Contributing Property and was established in 2000.,0.999881938,,the 11th mississippi infantry monument was established in 2000 and is categorized as a contributing property,0.999891341,,0.905571818,-1.444192886,0.98448384,0.877683819,0.565224951,"{'image_id': 'inst-747', 'Bleu_1': 0.999999999875, 'Bleu_2': 0.9999999998729167, 'Bleu_3': 0.9499142514701109, 'Bleu_4': 0.8776838191037033, 'METEOR': 0.5652249505337703, 'ROUGE_L': 0.8730916030534353, 'CIDEr': 6.658707421730259}",the 11th mississippi infantry monument was established in 2000 and is categorized as a contributing property,0.999891341,,0.905571818,-1.444192886,0.98448384,0.877683819,0.565224951,"{'image_id': 'inst-747', 'Bleu_1': 0.999999999875, 'Bleu_2': 0.9999999998729167, 'Bleu_3': 0.9499142514701109, 'Bleu_4': 0.8776838191037033, 'METEOR': 0.5652249505337703, 'ROUGE_L': 0.8730916030534353, 'CIDEr': 6.658707421730259}",0,-9.40E-06,-9.40E-06,0,0,0,0,0
"{'predicate: orbital period, subject: 1000 piazzia, object: 488160.0, sentence: ', 'predicate: epoch, subject: 1000 piazzia, object: 2015-06-27, sentence: ', 'predicate: former name, subject: 1000 piazzia, object: 1967 ed, sentence: ', 'predicate: periapsis, subject: 1000 piazzia, object: 352497000000.0, sentence: '}",4,The dark asteroid 1000 Piazzia was formerly known as 1967 ED. It has an orbital period of 488160.0 and a periapsis of 352497000000.0. Its epoch is 27th June 2015.,0.999442721,,"1000 piazzia, formerly known as 1967 ed, has an orbital period of 488160 and a periapsis of 352497000000.0. its epoch is 27th june 2015",0.999783963,,0.905660927,-0.775440454,0.9920602,0.884386592,0.596757728,"{'image_id': 'inst-1294', 'Bleu_1': 0.9583333332534723, 'Bleu_2': 0.9354143466146868, 'Bleu_3': 0.9108488709850917, 'Bleu_4': 0.8843865924134312, 'METEOR': 0.5967577279688705, 'ROUGE_L': 0.9583333333333334, 'CIDEr': 5.953049785694225}","1000 piazzia, formerly known as 1967 ed, has an orbital period of 488160 and a periapsis of 352497000000.0. its epoch is 27th june 2015",0.999783963,,0.905660927,-0.775440454,0.9920602,0.884386592,0.596757728,"{'image_id': 'inst-1294', 'Bleu_1': 0.9583333332534723, 'Bleu_2': 0.9354143466146868, 'Bleu_3': 0.9108488709850917, 'Bleu_4': 0.8843865924134312, 'METEOR': 0.5967577279688705, 'ROUGE_L': 0.9583333333333334, 'CIDEr': 5.953049785694225}",0,-0.000341242,-0.000341242,0,0,0,0,0
"{'predicate: birth place, subject: aaron s. daggett, object: maine, sentence: ', 'predicate: death place, subject: aaron s. daggett, object: massachusetts, sentence: ', 'predicate: battles, subject: aaron s. daggett, object: battle of the wilderness, sentence: ', 'predicate: award, subject: aaron s. daggett, object: purple heart, sentence: '}",4,Aaron S. Daggett was born in Maine and he died in Massachusetts. He fought in the Battle of the Wilderness and was awarded the Purple Heart.,0.999931738,,aaron s daggett was born in maine and died in massachusetts. he fought in the battle of the wilderness and was awarded the purple heart,0.999932975,,0.905673385,-1.287409067,0.98600185,0.888226206,0.562542892,"{'image_id': 'inst-1398', 'Bleu_1': 0.9223578615124416, 'Bleu_2': 0.901300385381539, 'Bleu_3': 0.8932086721469942, 'Bleu_4': 0.888226205538723, 'METEOR': 0.5625428920440413, 'ROUGE_L': 0.9378603459320949, 'CIDEr': 7.799169114054772}",aaron s daggett was born in maine and died in massachusetts. he fought in the battle of the wilderness and was awarded the purple heart,0.999932975,,0.905673385,-1.287409067,0.9860019,0.888226206,0.562542892,"{'image_id': 'inst-1398', 'Bleu_1': 0.9223578615124416, 'Bleu_2': 0.901300385381539, 'Bleu_3': 0.8932086721469942, 'Bleu_4': 0.888226205538723, 'METEOR': 0.5625428920440413, 'ROUGE_L': 0.9378603459320949, 'CIDEr': 7.799169114054772}",0,-1.24E-06,-1.24E-06,0,0,5.96E-08,0,0
"{'predicate: area total, subject: anaheim, california, object: 131.6 (square kilometres), sentence: '}",1,"Anaheim, California has a total area of 131.6 square kilometres.",0.999871254,,"anaheim, california has a total area of 131.6 sq km",0.999853849,,0.906858206,-0.950076222,0.98720723,0.889139705,0.494915621,"{'image_id': 'inst-272', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9999999997944449, 'Bleu_3': 0.9564655911833888, 'Bleu_4': 0.8891397048240804, 'METEOR': 0.494915620646456, 'ROUGE_L': 0.8, 'CIDEr': 4.590836915091258}","anaheim, california has a total area of 131.6 sq km",0.999853849,,0.906858206,-0.950076222,0.98720723,0.889139705,0.494915621,"{'image_id': 'inst-272', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9999999997944449, 'Bleu_3': 0.9564655911833888, 'Bleu_4': 0.8891397048240804, 'METEOR': 0.494915620646456, 'ROUGE_L': 0.8, 'CIDEr': 4.590836915091258}",0,1.74E-05,1.74E-05,0,0,0,0,0
"{'predicate: country, subject: monroe township, madison county, indiana, object: united states, sentence: '}",1,"Monroe Township, Madison County, Indiana is in the U.S.",0.999929965,,"monroe township, madison county, indiana is located within the united states",0.999928594,,0.907361329,-0.942911267,0.99073243,0.701687939,0.979310345,"{'image_id': 'inst-304', 'Bleu_1': 0.9090909089256201, 'Bleu_2': 0.8528028652635105, 'Bleu_3': 0.7856009757221424, 'Bleu_4': 0.7016879389890388, 'METEOR': 0.9793103448275863, 'ROUGE_L': 0.9090909090909091, 'CIDEr': 6.369996600407633}","monroe township, madison county, indiana is located within the united states",0.999928594,,0.907361329,-0.942911267,0.9907325,0.701687939,0.979310345,"{'image_id': 'inst-304', 'Bleu_1': 0.9090909089256201, 'Bleu_2': 0.8528028652635105, 'Bleu_3': 0.7856009757221424, 'Bleu_4': 0.7016879389890388, 'METEOR': 0.9793103448275863, 'ROUGE_L': 0.9090909090909091, 'CIDEr': 6.369996600407633}",0,1.37E-06,1.37E-06,0,0,5.96E-08,0,0
"{'predicate: top speed, subject: alhambra, object: 18.52, sentence: ', 'predicate: ship beam, subject: alhambra, object: 8.3 m, sentence: '}",2,The Alhambra has a ship beam of 8.3m and a top speed of 18.52.,0.999896268,,the alhambra has a ship beam of 8.3m and a top speed of 18.52 km/h,0.999899805,,0.909982681,-1.049260259,0.99041814,0.930604859,0.623750228,"{'image_id': 'inst-722', 'Bleu_1': 0.9374999999414063, 'Bleu_2': 0.9354143466330732, 'Bleu_3': 0.9331277891419185, 'Bleu_4': 0.9306048590375348, 'METEOR': 0.6237502281224113, 'ROUGE_L': 0.9734042553191491, 'CIDEr': 6.617018492047038}",the alhambra has an 8.3m ship beam and a top speed of 18.52 km/h,0.99989748,,0.907544494,-1.161506176,0.99122477,0.925391181,0.618242357,"{'image_id': 'inst-722', 'Bleu_1': 0.933333333208889, 'Bleu_2': 0.9309493361249198, 'Bleu_3': 0.928317766594133, 'Bleu_4': 0.9253911812502587, 'METEOR': 0.6182423565417859, 'ROUGE_L': 0.9715585893060297, 'CIDEr': 6.60949257466029}",-2.32E-06,-3.54E-06,-1.21E-06,-0.002438188,-0.112245917,0.00080663,-0.005213678,-0.005507872
"{'predicate: publisher, subject: a fortress of grey ice, object: tor books, sentence: '}",1,A Fortress of Grey Ice is published by Tor Books.,0.999930143,,a fortress of grey ice was published by tor books,0.999932528,,0.907773674,-1.256369233,0.99029815,1,0.990909091,"{'image_id': 'inst-502', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9999999997944449, 'Bleu_3': 0.9999999997879634, 'Bleu_4': 0.9999999997802583, 'METEOR': 0.990909090909091, 'ROUGE_L': 0.9384615384615386, 'CIDEr': 6.703795620377796}",a fortress of grey ice was published by tor books,0.999932528,,0.907773674,-1.256369233,0.99029815,1,0.990909091,"{'image_id': 'inst-502', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9999999997944449, 'Bleu_3': 0.9999999997879634, 'Bleu_4': 0.9999999997802583, 'METEOR': 0.990909090909091, 'ROUGE_L': 0.9384615384615386, 'CIDEr': 6.703795620377796}",0,-2.38E-06,-2.38E-06,0,0,0,0,0
"{""predicate: creator, subject: april o'neil, object: kevin eastman, sentence: "", ""predicate: creator, subject: april o'neil, object: peter laird, sentence: ""}",2,The character April O'Neil was created by Peter Laird and Kevin Eastman.,0.999922673,,april o'neil was created by peter laird and kevin eastman,0.999918222,,0.907951832,-0.844099402,0.97948575,1,0.558272648,"{'image_id': 'inst-622', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9999999997944449, 'Bleu_3': 0.9999999997879634, 'Bleu_4': 0.9999999997802583, 'METEOR': 0.5582726475303192, 'ROUGE_L': 0.8944281524926685, 'CIDEr': 6.636779535455738}",april o'neil was created by peter laird and kevin eastman,0.999918222,,0.907951832,-0.844099402,0.97948575,1,0.558272648,"{'image_id': 'inst-622', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9999999997944449, 'Bleu_3': 0.9999999997879634, 'Bleu_4': 0.9999999997802583, 'METEOR': 0.5582726475303192, 'ROUGE_L': 0.8944281524926685, 'CIDEr': 6.636779535455738}",0,4.45E-06,4.45E-06,0,0,0,0,0
"{'predicate: foundation place, subject: marriott international, object: washington, d.c., sentence: '}",1,"Marriott International was founded in Washington, D.C.",0.999825537,,marriott international was founded in washington d.c,0.999827862,,0.908315718,-1.227856278,0.98406863,1,1,"{'image_id': 'inst-242', 'Bleu_1': 0.9999999997142859, 'Bleu_2': 0.9999999997023811, 'Bleu_3': 0.9999999996873018, 'Bleu_4': 0.9999999996672622, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 10.0}",marriott international was founded in washington d.c,0.999827862,,0.908315718,-1.227856278,0.98406863,1,1,"{'image_id': 'inst-242', 'Bleu_1': 0.9999999997142859, 'Bleu_2': 0.9999999997023811, 'Bleu_3': 0.9999999996873018, 'Bleu_4': 0.9999999996672622, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 10.0}",0,-2.32E-06,-2.32E-06,0,0,0,0,0
"{'predicate: club, subject: akeem adams, object: united petrotrin f.c., sentence: '}",1,Akeem Adams played for United Petrotrin F.C.,0.999924898,,akeem adams plays for united petrotrin f.c,0.99992919,,0.91115135,-0.973130882,0.99123466,0.488923022,0.936842105,"{'image_id': 'inst-179', 'Bleu_1': 0.8571428568979593, 'Bleu_2': 0.7559289457934757, 'Bleu_3': 0.6114214172745694, 'Bleu_4': 0.48892302227221796, 'METEOR': 0.9368421052631579, 'ROUGE_L': 0.8571428571428571, 'CIDEr': 4.180395253451078}",akeem adams plays for united petrotrin f.c,0.99992919,,0.91115135,-0.973130882,0.99123466,0.488923022,0.936842105,"{'image_id': 'inst-179', 'Bleu_1': 0.8571428568979593, 'Bleu_2': 0.7559289457934757, 'Bleu_3': 0.6114214172745694, 'Bleu_4': 0.48892302227221796, 'METEOR': 0.9368421052631579, 'ROUGE_L': 0.8571428571428571, 'CIDEr': 4.180395253451078}",0,-4.29E-06,-4.29E-06,0,0,0,0,0
"{'predicate: location, subject: 11 diagonal street, object: south africa, sentence: ', 'predicate: ethnic group, subject: south africa, object: white south african, sentence: '}",2,11 Diagonal Street is located in South Africa where white South Africans are an ethnic group.,0.999931574,,"11 diagonal street is located in south africa, where white south africans are an ethnic group",0.999931157,,0.911237001,-0.954625249,0.9949312,1,1,"{'image_id': 'inst-587', 'Bleu_1': 0.999999999875, 'Bleu_2': 0.9999999998729167, 'Bleu_3': 0.999999999870635, 'Bleu_4': 0.9999999998681205, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 8.235477041314317}","11 diagonal street is located in south africa, where white south africans are an ethnic group",0.999931157,,0.911237001,-0.954625249,0.9949312,1,1,"{'image_id': 'inst-587', 'Bleu_1': 0.999999999875, 'Bleu_2': 0.9999999998729167, 'Bleu_3': 0.999999999870635, 'Bleu_4': 0.9999999998681205, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 8.235477041314317}",0,4.17E-07,4.17E-07,0,0,0,0,0
"{'predicate: completion date, subject: 3arena, object: december 2008, sentence: '}",1,The completion date of 3Arena is December 2008.,0.999874771,,the 3arena was completed in december 2008,0.999863505,,1.001187086,-1.287851691,0.9999999,1,1,"{'image_id': 'inst-224', 'Bleu_1': 0.9999999997142859, 'Bleu_2': 0.9999999997023811, 'Bleu_3': 0.9999999996873018, 'Bleu_4': 0.9999999996672622, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 6.123999435756372}",3arena was completed in december 2008,0.999867678,,0.91206032,-1.701925278,0.95719385,0.846481725,0.547464795,"{'image_id': 'inst-224', 'Bleu_1': 0.8464817246084536, 'Bleu_2': 0.8464817245943457, 'Bleu_3': 0.846481724575535, 'Bleu_4': 0.8464817245484947, 'METEOR': 0.5474647947689384, 'ROUGE_L': 0.9104477611940297, 'CIDEr': 5.630892637662059}",4.17E-06,1.13E-05,7.09E-06,-0.089126766,-0.414073586,-0.04280603,-0.153518275,-0.452535205
"{'predicate: death place, subject: aaron s. daggett, object: massachusetts, sentence: '}",1,Aaron S. Daggett's place of death was Massachusetts.,0.999893844,,aaron s daggett died in massachusetts,0.99988997,,0.912169039,-1.674479365,0.97400516,0.537284966,0.414400317,"{'image_id': 'inst-349', 'Bleu_1': 0.8333333330555557, 'Bleu_2': 0.7071067809390603, 'Bleu_3': 0.6299605247129515, 'Bleu_4': 0.5372849656946186, 'METEOR': 0.4144003173417446, 'ROUGE_L': 0.8333333333333334, 'CIDEr': 3.5533903349288254}",aaron s daggett died in massachusetts,0.99988997,,0.912169039,-1.674479365,0.97400516,0.537284966,0.414400317,"{'image_id': 'inst-349', 'Bleu_1': 0.8333333330555557, 'Bleu_2': 0.7071067809390603, 'Bleu_3': 0.6299605247129515, 'Bleu_4': 0.5372849656946186, 'METEOR': 0.4144003173417446, 'ROUGE_L': 0.8333333333333334, 'CIDEr': 3.5533903349288254}",0,3.87E-06,3.87E-06,0,0,0,0,0
"{'predicate: foundation place, subject: alvis car and engineering company, object: coventry, sentence: ', 'predicate: manufacturer, subject: alvis speed 25, object: alvis car and engineering company, sentence: '}",2,"Alvis Speed 25 was manufactured by the Alvis Car and Engineering Company, which was founded in Coventry.",0.99983864,,alvis speed 25 was manufactured by the alvis car and engineering company which was founded in coventry,0.999867886,,0.912591875,-0.757012427,0.9872401,1,1,"{'image_id': 'inst-725', 'Bleu_1': 0.9999999998823529, 'Bleu_2': 0.9999999998805146, 'Bleu_3': 0.9999999998785131, 'Bleu_4': 0.9999999998763217, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 7.903938183450344}",alvis speed 25 was manufactured by the alvis car and engineering company which was founded in coventry,0.999867886,,0.912591875,-0.757012546,0.98724,1,1,"{'image_id': 'inst-725', 'Bleu_1': 0.9999999998823529, 'Bleu_2': 0.9999999998805146, 'Bleu_3': 0.9999999998785131, 'Bleu_4': 0.9999999998763217, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 7.903938183450344}",0,-2.92E-05,-2.92E-05,0,-1.19E-07,-5.96E-08,0,0
"{'predicate: apoapsis, subject: 101 helena, object: 441092000.0 (kilometres), sentence: ', 'predicate: mass, subject: 101 helena, object: 3.0 (kilograms), sentence: '}",2,101 Helena has a mass of 3.0 kg and an apoapsis of 441092000.0 km.,0.999888748,,101 helena has a mass of 3.0 kilograms and an apoapsis of 441092000.0 km,0.999881804,,0.913259804,-0.744057536,0.99563134,0.78254229,0.98,"{'image_id': 'inst-605', 'Bleu_1': 0.9285714284387758, 'Bleu_2': 0.886405260298854, 'Bleu_3': 0.8383820490788285, 'Bleu_4': 0.7825422899176371, 'METEOR': 0.98, 'ROUGE_L': 0.9285714285714285, 'CIDEr': 5.724758137151969}",101 helena has a mass of 3.0 kilograms and an apoapsis of 441092000.0 km,0.999881804,,0.913259804,-0.744057536,0.99563134,0.78254229,0.98,"{'image_id': 'inst-605', 'Bleu_1': 0.9285714284387758, 'Bleu_2': 0.886405260298854, 'Bleu_3': 0.8383820490788285, 'Bleu_4': 0.7825422899176371, 'METEOR': 0.98, 'ROUGE_L': 0.9285714285714285, 'CIDEr': 5.724758137151969}",0,6.94E-06,6.94E-06,0,0,0,0,0
"{'predicate: season, subject: 1. fc köln, object: 2014, sentence: '}",1,1 FC Köln played in the 2014 season.,0.999873728,,1. fc köln played in the 2014 season,0.999925494,,0.913735271,-1.132950306,0.9807427,1,1,"{'image_id': 'inst-408', 'Bleu_1': 0.9999999997500004, 'Bleu_2': 0.9999999997410718, 'Bleu_3': 0.9999999997301591, 'Bleu_4': 0.9999999997163694, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 5.5820494781195595}",1. fc köln played in the 2014 season,0.999925494,,0.913735271,-1.13294816,0.9807428,1,1,"{'image_id': 'inst-408', 'Bleu_1': 0.9999999997500004, 'Bleu_2': 0.9999999997410718, 'Bleu_3': 0.9999999997301591, 'Bleu_4': 0.9999999997163694, 'METEOR': 1.0, 'ROUGE_L': 1.0, 'CIDEr': 5.5820494781195595}",0,-5.18E-05,-5.18E-05,0,2.15E-06,1.19E-07,0,0
"{'predicate: discoverer, subject: 103 hera, object: james craig watson, sentence: ', 'predicate: nationality, subject: james craig watson, object: canada, sentence: ', 'predicate: periapsis, subject: 103 hera, object: 371240000.0 (kilometres), sentence: ', 'predicate: alma mater, subject: james craig watson, object: university of michigan, sentence: ', 'predicate: death place, subject: james craig watson, object: madison, wisconsin, sentence: '}",5,"James Craig Watson, a Canadian who went to the University of Michigan, found 103 Hera. 103 Hera has a periapsis measurement of 371240000.0 (kilometres). Mr. Watson died in Madison, Wisconsin.",0.999383267,,"james craig watson, a canadian, discovered 103 hera, which has a periapsis of 371240000.0 kilometres. his alma mater was the university of michigan and he died in madison, wisconsin",0.999804401,,0.670764506,-1.648605347,0.94737744,0.590188117,0.457514744,"{'image_id': 'inst-1488', 'Bleu_1': 0.8965517241070154, 'Bleu_2': 0.7799835794385335, 'Bleu_3': 0.6807354962798858, 'Bleu_4': 0.5901881166428941, 'METEOR': 0.4575147436709297, 'ROUGE_L': 0.7712221553281157, 'CIDEr': 4.16525165247054}","canadian james craig watson discovered 103 hera which has a periapsis of 371240000.0 kilometres. he studied at the university of michigan and died in madison, wisconsin",0.999844813,,0.914826691,-1.281002164,0.97449374,0.912696243,0.604952036,"{'image_id': 'inst-1488', 'Bleu_1': 0.9999999999230768, 'Bleu_2': 0.9797958970371484, 'Bleu_3': 0.9435387959892347, 'Bleu_4': 0.9126962427897158, 'METEOR': 0.6049520360241545, 'ROUGE_L': 0.9615384615384616, 'CIDEr': 5.218549747560396}",4.04E-05,-0.000421135,-0.000461547,0.244062185,0.367603183,0.027116299,0.322508126,0.147437292
"{'predicate: location, subject: estádio municipal coaracy da mata fonseca, object: alagoas, sentence: '}",1,Estadio Municipal Coaracy da Mata Fonseca is located in Alagoas.,0.999912779,,estádio municipal coaracy da mata fonseca is located in alagoas,0.999911904,,0.916237354,-0.83848536,0.9767261,1,0.601752902,"{'image_id': 'inst-487', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9999999997944449, 'Bleu_3': 0.9999999997879634, 'Bleu_4': 0.9999999997802583, 'METEOR': 0.6017529022759399, 'ROUGE_L': 0.9442724458204335, 'CIDEr': 8.075836893153486}",estádio municipal coaracy da mata fonseca is located in alagoas,0.999911904,,0.916237354,-0.83848536,0.9767261,1,0.601752902,"{'image_id': 'inst-487', 'Bleu_1': 0.9999999998000004, 'Bleu_2': 0.9999999997944449, 'Bleu_3': 0.9999999997879634, 'Bleu_4': 0.9999999997802583, 'METEOR': 0.6017529022759399, 'ROUGE_L': 0.9442724458204335, 'CIDEr': 8.075836893153486}",0,8.74E-07,8.74E-07,0,0,0,0,0
"{'predicate: builder, subject: alco rs-3, object: american locomotive company, sentence: ', 'predicate: power type, subject: alco rs-3, object: diesel-electric transmission, sentence: '}",2,The ALCO RS-3 was built by the American Locomotive Company and has a diesel-electric transmission.,0.999733816,,the alco rs-3 has a diesel-electric transmission and was built by the american locomotive company,0.999856472,,0.916439891,-1.184031844,0.9962811,0.876156078,0.956756757,"{'image_id': 'inst-678', 'Bleu_1': 0.9999999998666668, 'Bleu_2': 0.9636241115286541, 'Bleu_3': 0.9227588442886858, 'Bleu_4': 0.8761560781971844, 'METEOR': 0.9567567567567568, 'ROUGE_L': 0.9333333333333336, 'CIDEr': 6.769925236807111}",the alco rs-3 has a diesel-electric transmission and was built by the american locomotive company,0.999856472,,0.916439891,-1.184031844,0.9962811,0.876156078,0.956756757,"{'image_id': 'inst-678', 'Bleu_1': 0.9999999998666668, 'Bleu_2': 0.9636241115286541, 'Bleu_3': 0.9227588442886858, 'Bleu_4': 0.8761560781971844, 'METEOR': 0.9567567567567568, 'ROUGE_L': 0.9333333333333336, 'CIDEr': 6.769925236807111}",0,-0.000122656,-0.000122656,0,0,0,0,0
"{'predicate: discoverer, subject: 1001 gaussia, object: sergey belyavsky, sentence: ', 'predicate: periapsis, subject: 1001 gaussia, object: 419113394.55312 (kilometres), sentence: ', 'predicate: epoch, subject: 1001 gaussia, object: 2015-06-27, sentence: ', 'predicate: former name, subject: 1001 gaussia, object: a911 md, sentence: '}",4,"1001 Gaussia, previously called A911 MD, was discovered by Sergey Belyavsky and has an epoch date of June 27th 2015. It has a periapsis of 419113394.55312 kilometres.",0.995212279,,"1001 gaussia, formerly known as a911 md, was discovered by sergey belyavsky and has an epoch date of june 27th 2015. it has a periapsis of 419113394.55312 kilometres",0.999830455,,0.917520523,-1.070777297,0.9959157,0.837279573,0.959778669,"{'image_id': 'inst-1296', 'Bleu_1': 0.8928571427933673, 'Bleu_2': 0.8721135307242686, 'Bleu_3': 0.8500882211464074, 'Bleu_4': 0.8372795725989024, 'METEOR': 0.9597786692488589, 'ROUGE_L': 0.9120813397129188, 'CIDEr': 5.888891845481979}","1001 gaussia, formerly known as a911 md, was discovered by sergey belyavsky and has an epoch date of june 27th 2015. it has a periapsis of 419113394.55312 kilometres",0.999830455,,0.917520523,-1.070777535,0.99591565,0.837279573,0.959778669,"{'image_id': 'inst-1296', 'Bleu_1': 0.8928571427933673, 'Bleu_2': 0.8721135307242686, 'Bleu_3': 0.8500882211464074, 'Bleu_4': 0.8372795725989024, 'METEOR': 0.9597786692488589, 'ROUGE_L': 0.9120813397129188, 'CIDEr': 5.888891845481979}",0,-0.004618175,-0.004618175,0,-2.38E-07,-5.96E-08,0,0
"{'predicate: fullname, subject: azal pfk, object: azal peşəkar futbol klubu, sentence: '}",1,"AZAL PFK stands for ""AZAL Peşəkar Futbol Klubu"".",0.999783297,,the full name of azal pfk is azal peşkar futbol klubu,0.999878764,,0.918024719,-1.295360088,0.9717778,0.741944663,0.422528749,"{'image_id': 'inst-443', 'Bleu_1': 0.9090909089256201, 'Bleu_2': 0.8528028652635105, 'Bleu_3': 0.7856009757221424, 'Bleu_4': 0.7419446625898454, 'METEOR': 0.4225287490043983, 'ROUGE_L': 0.9090909090909091, 'CIDEr': 3.9480425617979753}",the full name of azal pfk is azal peşkar futbol klubu,0.999878764,,0.918024719,-1.295360088,0.9717778,0.741944663,0.422528749,"{'image_id': 'inst-443', 'Bleu_1': 0.9090909089256201, 'Bleu_2': 0.8528028652635105, 'Bleu_3': 0.7856009757221424, 'Bleu_4': 0.7419446625898454, 'METEOR': 0.4225287490043983, 'ROUGE_L': 0.9090909090909091, 'CIDEr': 3.9480425617979753}",0,-9.55E-05,-9.55E-05,0,0,0,0,0
"{'predicate: birth date, subject: ahmad kadhim assad, object: 1976-07-01, sentence: '}",1,Ahmad Kadhim Assad was born on the 01-07-1976.,0.999691367,,ahmad kadhim assad was born on july 1st 1976,0.999550045,,0.918276787,-0.946204782,0.9926922,0.650059326,0.4898302,"{'image_id': 'inst-171', 'Bleu_1': 0.9999999997777782, 'Bleu_2': 0.790569414860923, 'Bleu_3': 0.7094917058167348, 'Bleu_4': 0.6500593258734669, 'METEOR': 0.48983019974968367, 'ROUGE_L': 0.8888888888888888, 'CIDEr': 6.373794123490981}",ahmad kadhim assad was born on july 1st 1976,0.999550045,,0.918276787,-0.946204782,0.9926922,0.650059326,0.4898302,"{'image_id': 'inst-171', 'Bleu_1': 0.9999999997777782, 'Bleu_2': 0.790569414860923, 'Bleu_3': 0.7094917058167348, 'Bleu_4': 0.6500593258734669, 'METEOR': 0.48983019974968367, 'ROUGE_L': 0.8888888888888888, 'CIDEr': 6.373794123490981}",0,0.000141323,0.000141323,0,0,0,0,0
"{'predicate: floor count, subject: 250 delaware avenue, object: 12, sentence: ', 'predicate: building start date, subject: 250 delaware avenue, object: january, 2014, sentence: ', 'predicate: floor area, subject: 250 delaware avenue, object: 30843.8 (square metres), sentence: '}",3,Construction of 250 Delaware Avenue began in January 2014 and has 12 floors with an area of 30843.8 square metres.,0.999846756,,construction of 250 delaware avenue began in january 2014 and has 12 floors with a total area of 30843.8 square metres,0.999864161,,0.919842541,-1.019236207,0.99543905,0.824251095,0.598245151,"{'image_id': 'inst-942', 'Bleu_1': 0.9523809522902494, 'Bleu_2': 0.8997354107556772, 'Bleu_3': 0.8613687165477626, 'Bleu_4': 0.8242510953380711, 'METEOR': 0.5982451505346147, 'ROUGE_L': 0.9309236947791165, 'CIDEr': 6.075250536615339}",construction of 250 delaware avenue began in january 2014 and has 12 floors with a total area of 30843.8 square metres,0.999864161,,0.919842541,-1.019236207,0.99543905,0.824251095,0.598245151,"{'image_id': 'inst-942', 'Bleu_1': 0.9523809522902494, 'Bleu_2': 0.8997354107556772, 'Bleu_3': 0.8613687165477626, 'Bleu_4': 0.8242510953380711, 'METEOR': 0.5982451505346147, 'ROUGE_L': 0.9309236947791165, 'CIDEr': 6.075250536615339}",0,-1.74E-05,-1.74E-05,0,0,0,0,0
"{'predicate: club, subject: alaa abdul-zahra, object: sanat mes kerman f.c., sentence: '}",1,Alaa Abdul-Zahra's club is Sanat Mes Kerman F.C.,0.999918342,,alaa abdul zahra plays for sanat mes kerman f.c,0.999920964,,0.92190969,-1.011407971,0.97642183,1,0.531649912,"{'image_id': 'inst-158', 'Bleu_1': 0.9999999997777782, 'Bleu_2': 0.9999999997708338, 'Bleu_3': 0.9999999997625665, 'Bleu_4': 0.9999999997524806, 'METEOR': 0.5316499115559561, 'ROUGE_L': 0.8888888888888888, 'CIDEr': 6.5637690310243935}",alaa abdul zahra plays for sanat mes kerman f.c,0.999920964,,0.92190969,-1.011407971,0.97642183,1,0.531649912,"{'image_id': 'inst-158', 'Bleu_1': 0.9999999997777782, 'Bleu_2': 0.9999999997708338, 'Bleu_3': 0.9999999997625665, 'Bleu_4': 0.9999999997524806, 'METEOR': 0.5316499115559561, 'ROUGE_L': 0.8888888888888888, 'CIDEr': 6.5637690310243935}",0,-2.62E-06,-2.62E-06,0,0,0,0,0
